,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_boost_from_average,param_boosting_type,param_class_weight,param_data_sample_strategy,param_device,param_l2_leaf_reg,param_learning_rate,param_max_depth,param_n_estimators,param_num_leaves,param_objective,param_tree_learner,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,1.031946611404419,0.04318834877843081,0.07142786979675293,0.007199583971593709,True,gbdt,balanced,goss,gpu,1,0.1,10,10,16,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'num_leaves': 16, 'objective': 'binary', 'tree_learner': 'data'}",0.99045826301441,0.9911716975008115,0.9920804933463161,0.991236611489776,0.9918208373904577,0.9913535805483542,0.0005648164060240033,25,0.9842348115867726,0.9841330774152272,0.9866478366927719,0.9863735698675923,0.9872652431180859,0.9857309077360898,0.0012960959697170895,25,0.9968843307802155,0.9984421653901078,0.9976632480851616,0.99623474422228,0.9964944170345365,0.9971437811024604,0.0008088243216518801,25,0.9952201361566594,0.996468948670307,0.9958698606029284,0.996218015333135,0.9966104573744028,0.9960774836274865,0.0004970326067785186,25
1,1.0911985874176025,0.029910326765771232,0.06844406127929688,0.011884546402829535,True,gbdt,balanced,goss,gpu,1,0.1,10,10,31,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'num_leaves': 31, 'objective': 'binary', 'tree_learner': 'data'}",0.9913020900947682,0.9935735150925025,0.9933787731256085,0.9920804933463161,0.992794547224927,0.9926258837768245,0.0008418046418301662,11,0.9861271676300578,0.9888146052969915,0.9888102893890676,0.9880247231522019,0.9884184789602368,0.9880390528857111,0.0009995761106418297,10,0.9966246916785668,0.9984421653901078,0.9980527067376347,0.99623474422228,0.9972734354713062,0.9973255486999791,0.000831788723899897,18,0.9964339481142113,0.9972949259838095,0.9969686325827926,0.9966692908127504,0.9971838158203411,0.9969101226627808,0.0003197333676063042,17
2,1.5000175952911377,0.058318978067296655,0.08574333190917968,0.009453040899542579,True,gbdt,balanced,goss,gpu,1,0.1,10,25,16,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 25, 'num_leaves': 16, 'objective': 'binary', 'tree_learner': 'data'}",0.9918213682980657,0.9933787731256085,0.9927296332359623,0.9920804933463161,0.992794547224927,0.9925609630461759,0.0005531141024097291,22,0.9858920097473387,0.9883078504432738,0.9880416613089881,0.9875225109338822,0.9884184789602368,0.9876365022787439,0.0009254834355121328,21,0.9979228871868103,0.9985719849409321,0.9975334285343372,0.996754089846793,0.9972734354713062,0.9976111651960358,0.0006123769576874466,12,0.998196000354522,0.9983970353138506,0.9976904862563031,0.998534633587436,0.9982499306488519,0.9982136172321928,0.000287050075616193,11
3,1.6140161514282227,0.03402696572003998,0.08855433464050293,0.006940431108685785,True,gbdt,balanced,goss,gpu,1,0.1,10,25,31,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 25, 'num_leaves': 31, 'objective': 'binary', 'tree_learner': 'data'}",0.9921459171751266,0.9939629990262902,0.9934436871145732,0.9925998052580332,0.993638429081467,0.993158167531098,0.0006776939628048046,1,0.9862750128270908,0.9893261316872428,0.9886860375417845,0.9877860632553356,0.98982221077042,0.9883790912163747,0.0012531978118587753,4,0.998182526288459,0.9987018044917565,0.9983123458392834,0.9975331082835627,0.9975331082835627,0.9980525786373249,0.00045728732722146874,1,0.9984400756037514,0.9990191392987379,0.9987183648278619,0.9987574944159221,0.9984619872275227,0.9986794122747591,0.00021334679104131307,4
4,0.910012674331665,0.07231570007685362,0.06996750831604004,0.008380316882985711,True,gbdt,balanced,goss,gpu,1,0.1,25,10,16,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 25, 'n_estimators': 10, 'num_leaves': 16, 'objective': 'binary', 'tree_learner': 'data'}",0.99045826301441,0.9911716975008115,0.9920804933463161,0.991236611489776,0.9918208373904577,0.9913535805483542,0.0005648164060240033,25,0.9842348115867726,0.9841330774152272,0.9866478366927719,0.9863735698675923,0.9872652431180859,0.9857309077360898,0.0012960959697170895,25,0.9968843307802155,0.9984421653901078,0.9976632480851616,0.99623474422228,0.9964944170345365,0.9971437811024604,0.0008088243216518801,25,0.9952201361566594,0.996468948670307,0.9958697763264088,0.996218015333135,0.9966104573744028,0.9960774667721826,0.0004970396487563232,29
5,0.9987465381622315,0.03278066185345599,0.06867995262145996,0.006249069112325098,True,gbdt,balanced,goss,gpu,1,0.1,25,10,31,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 25, 'n_estimators': 10, 'num_leaves': 31, 'objective': 'binary', 'tree_learner': 'data'}",0.9913020900947682,0.9935735150925025,0.9933787731256085,0.9920804933463161,0.992794547224927,0.9926258837768245,0.0008418046418301662,11,0.9861271676300578,0.9888146052969915,0.9888102893890676,0.9880247231522019,0.9884184789602368,0.9880390528857111,0.0009995761106418297,10,0.9966246916785668,0.9984421653901078,0.9980527067376347,0.99623474422228,0.9972734354713062,0.9973255486999791,0.000831788723899897,18,0.9964339481142113,0.9972949259838095,0.9969686325827926,0.9966692233915345,0.9971837905373852,0.9969101041219466,0.0003197391968710008,18
6,1.3638411998748778,0.058321644310045204,0.08427634239196777,0.005974284817223516,True,gbdt,balanced,goss,gpu,1,0.1,25,25,16,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 25, 'n_estimators': 25, 'num_leaves': 16, 'objective': 'binary', 'tree_learner': 'data'}",0.9918862780734778,0.9933787731256085,0.9927296332359623,0.9920804933463161,0.992794547224927,0.9925739450012584,0.0005361031275018117,21,0.9858938189279303,0.9883078504432738,0.9880416613089881,0.9875225109338822,0.9884184789602368,0.9876368641148622,0.0009248014231697902,20,0.9980527067376347,0.9985719849409321,0.9975334285343372,0.996754089846793,0.9972734354713062,0.9976371291062007,0.0006276058320000712,11,0.9981687151600804,0.9983970353138506,0.9976904778286512,0.9985345998768281,0.9982499306488519,0.9982081517656525,0.00028758733979816975,14
7,1.530698537826538,0.0403875869559262,0.10718116760253907,0.01378623231255271,True,gbdt,balanced,goss,gpu,1,0.1,25,25,31,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 25, 'n_estimators': 25, 'num_leaves': 31, 'objective': 'binary', 'tree_learner': 'data'}",0.9924704660521875,0.9938331710483609,0.9933787731256085,0.9925998052580332,0.9933138591366439,0.9931192149241668,0.0005110091343270223,4,0.9871580839861307,0.9893233856444559,0.9885589407378841,0.9879115226337448,0.989311010946555,0.9884525887897542,0.0008336644133101838,2,0.9979228871868103,0.9984421653901078,0.9983123458392834,0.9974032718774344,0.9974032718774344,0.9978967884342141,0.0004377036233449025,6,0.9982536548635926,0.9990194426942085,0.9988064000802582,0.998820221429476,0.998530217497808,0.9986859873130687,0.00026641550478052493,3
8,0.903666877746582,0.01714630890708743,0.07886929512023926,0.006442358502169061,True,gbdt,balanced,goss,gpu,2,0.1,10,10,16,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'num_leaves': 16, 'objective': 'binary', 'tree_learner': 'data'}",0.99045826301441,0.9911716975008115,0.9920804933463161,0.991236611489776,0.9918208373904577,0.9913535805483542,0.0005648164060240033,25,0.9842348115867726,0.9841330774152272,0.9866478366927719,0.9863735698675923,0.9872652431180859,0.9857309077360898,0.0012960959697170895,25,0.9968843307802155,0.9984421653901078,0.9976632480851616,0.99623474422228,0.9964944170345365,0.9971437811024604,0.0008088243216518801,25,0.9952201361566594,0.996468948670307,0.9958697763264088,0.996218015333135,0.9966104573744028,0.9960774667721826,0.0004970396487563232,29
9,0.9998454570770263,0.04510034953447299,0.0662816047668457,0.007773411356432664,True,gbdt,balanced,goss,gpu,2,0.1,10,10,31,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'num_leaves': 31, 'objective': 'binary', 'tree_learner': 'data'}",0.9913020900947682,0.9935735150925025,0.9934436871145732,0.9920804933463161,0.992794547224927,0.9926388665746174,0.0008537320935237139,9,0.9861271676300578,0.9888146052969915,0.9888117283950617,0.9880247231522019,0.9884184789602368,0.98803934068691,0.0009997983085925182,9,0.9966246916785668,0.9984421653901078,0.998182526288459,0.99623474422228,0.9972734354713062,0.997351512610144,0.0008557620648649523,17,0.9964339481142113,0.9972949259838095,0.9969685820168808,0.996669139115015,0.9971837905373852,0.9969100771534603,0.00031975004556393744,19
10,1.498204803466797,0.05799678689693629,0.09607739448547363,0.006477112086600563,True,gbdt,balanced,goss,gpu,2,0.1,10,25,16,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 25, 'num_leaves': 16, 'objective': 'binary', 'tree_learner': 'data'}",0.9918213682980657,0.9932489451476794,0.9927296332359623,0.99227523531321,0.992794547224927,0.9925739458439689,0.0004866474159183235,19,0.9858920097473387,0.9883048451355867,0.9880416613089881,0.9880293474063586,0.98829280843947,0.9877121344075483,0.0009176659721892074,18,0.9979228871868103,0.9983123458392834,0.9975334285343372,0.9966242534406647,0.9974032718774344,0.997559237375706,0.0005654378541904116,15,0.9981939442743973,0.9984240459383892,0.9976904862563031,0.9986072040984819,0.9981090624463054,0.9982049486027755,0.0003110626568659785,15
11,1.6325663566589355,0.10552761566488528,0.08675732612609863,0.00899777037369894,True,gbdt,balanced,goss,gpu,2,0.1,10,25,31,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 25, 'num_leaves': 31, 'objective': 'binary', 'tree_learner': 'data'}",0.9921459171751266,0.9939629990262902,0.9935086011035378,0.9924699772801039,0.992794547224927,0.992976408361997,0.0006687079748847586,8,0.9862750128270908,0.9893261316872428,0.9888131670309888,0.9877829218106996,0.9887958789439794,0.9881986224600002,0.0010843189977635267,8,0.998182526288459,0.9987018044917565,0.9983123458392834,0.9972734354713062,0.9968839262529213,0.9978708076687453,0.0006802159429100487,7,0.9984406149034563,0.9990196786684634,0.9988029615982578,0.9986653717523243,0.998236117727286,0.9986329489299575,0.0002734896044099355,7
12,0.838777494430542,0.04602551923330066,0.07010855674743652,0.008745385858162844,True,gbdt,balanced,goss,gpu,2,0.1,25,10,16,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'max_depth': 25, 'n_estimators': 10, 'num_leaves': 16, 'objective': 'binary', 'tree_learner': 'data'}",0.99045826301441,0.9911716975008115,0.9920804933463161,0.991236611489776,0.9918208373904577,0.9913535805483542,0.0005648164060240033,25,0.9842348115867726,0.9841330774152272,0.9866478366927719,0.9863735698675923,0.9872652431180859,0.9857309077360898,0.0012960959697170895,25,0.9968843307802155,0.9984421653901078,0.9976632480851616,0.99623474422228,0.9964944170345365,0.9971437811024604,0.0008088243216518801,25,0.9952201361566594,0.996468948670307,0.9958698606029284,0.996218015333135,0.9966104573744028,0.9960774836274865,0.0004970326067785186,25
13,0.8551981925964356,0.007379913499532039,0.06563143730163574,0.006248451242402103,True,gbdt,balanced,goss,gpu,2,0.1,25,10,31,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'max_depth': 25, 'n_estimators': 10, 'num_leaves': 31, 'objective': 'binary', 'tree_learner': 'data'}",0.9913020900947682,0.9935735150925025,0.9932489451476794,0.9920804933463161,0.9927296332359623,0.9925869353834458,0.0008172233574959548,17,0.9861271676300578,0.9888146052969915,0.9885559984569886,0.9880247231522019,0.9884169884169884,0.9879878965906457,0.0009647772044913714,16,0.9966246916785668,0.9984421653901078,0.9980527067376347,0.99623474422228,0.9971435990651779,0.9972995814187534,0.0008350306327992291,24,0.9964339481142113,0.9972949259838095,0.9969682280554982,0.9966692233915345,0.9971837062608655,0.9969100063611837,0.0003197099966033718,20
14,1.238116693496704,0.047329523200505784,0.07812824249267578,2.6914912780132454e-06,True,gbdt,balanced,goss,gpu,2,0.1,25,25,16,binary,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'max_depth': 25, 'n_estimators': 25, 'num_leaves': 16, 'objective': 'binary', 'tree_learner': 'data'}",0.9918213682980657,0.9932489451476794,0.9927296332359623,0.9920804933463161,0.992794547224927,0.99253499745059,0.0005159091076186792,24,0.9858920097473387,0.9883048451355867,0.9880416613089881,0.9875225109338822,0.9884184789602368,0.9876359012172065,0.0009250481022019231,23,0.9979228871868103,0.9983123458392834,0.9975334285343372,0.996754089846793,0.9972734354713062,0.997559237375706,0.0005347943363937474,15,0.9981960509138693,0.9983969678926349,0.9976904778286512,0.998534633587436,0.9982499306488519,0.9982136121742886,0.00028704391308545627,12
